SSTID CF Level size Creation Deletion key_start key_end
2142 0 2 67262002 1681271187 1681271187 264033 394434
2143 0 2 67262832 1681271188 1681271188 394440 525565
2144 0 2 67262472 1681271188 1681271274 525572 659186
2145 0 2 37384571 1681271189 1681271274 659252 733270
2146 0 2 67263336 1681271189 1681271407 21865146 21996522
2147 0 2 67263413 1681271189 1681271547 21996529 22130335
2148 0 2 67262049 1681271190 1681271295 22130340 22262670
2149 0 2 67263374 1681271190 1681271296 22262698 22393055
2150 0 2 65881107 1681271190 1681271296 22393077 22522812
2151 0 2 67262397 1681271191 1681271364 4140467 4271362
2152 0 2 67261152 1681271191 1681271364 4271383 4401904
2153 0 2 67263233 1681271191 1681271364 4401907 4535199
2154 0 2 67261951 1681271192 1681271292 4535235 4666012
2155 0 2 67261078 1681271192 1681271292 4666015 4795601
2156 0 2 32056769 1681271192 1681271293 4795603 4858191
2162 0 0 36732248 1681271194 1681271213 6708 29995003
2157 0 2 67263128 1681271193 1681271378 12862076 12995171
2158 0 2 67260996 1681271193 1681271379 12995174 13124394
2159 0 2 67264144 1681271193 1681271504 13124407 13253866
2160 0 2 67263020 1681271194 1681271290 13253893 13386353
2163 0 2 67262490 1681271194 1681271290 13386357 13516847
2164 0 2 18845341 1681271195 1681271291 13516855 13553192
2165 0 2 67261608 1681271195 1681271334 1868667 1999930
2166 0 2 67262194 1681271195 1681271334 1999934 2130383
2167 0 2 67261442 1681271195 1681271195 2130392 2260361
2168 0 2 67262226 1681271196 1681271196 2260383 2391629
2169 0 2 39687495 1681271196 1681271308 2391632 2470179
2170 0 2 67261903 1681271196 1681271325 16881932 17012538
2171 0 2 67261433 1681271197 1681271326 17012542 17144572
2172 0 2 67262762 1681271197 1681271332 17144580 17274838
2173 0 2 67263418 1681271197 1681271332 17274839 17406766
2174 0 2 67262959 1681271198 1681271333 17406784 17536606
2175 0 2 21221740 1681271198 1681271333 17536626 17577046
2176 0 2 67262059 1681271198 1681271362 26910053 27044600
2177 0 2 67261356 1681271199 1681271363 27044614 27175881
2178 0 2 67263223 1681271199 1681271363 27175883 27307780
2179 0 2 67262529 1681271199 1681271327 27307783 27438909
2180 0 2 67261544 1681271200 1681271328 27438910 27572472
2181 0 2 17184214 1681271200 1681271328 27572490 27606173
2182 0 2 67262050 1681271200 1681271341 11322316 11453866
2183 0 2 67261665 1681271201 1681271431 11453877 11585923
2184 0 2 67262972 1681271201 1681271431 11585944 11718489
2185 0 2 67261423 1681271201 1681271298 11718497 11850061
2186 0 2 56900454 1681271202 1681271298 11850070 11962539
2189 0 0 36726508 1681271202 1681271213 4706 29987285
2187 0 2 67262668 1681271202 1681271505 8987031 9119023
2190 0 2 67261778 1681271202 1681271336 9119030 9249889
2191 0 2 67262196 1681271203 1681271336 9249891 9381891
2192 0 2 67263091 1681271203 1681271337 9381907 9512631
2193 0 2 67262269 1681271204 1681271337 9512645 9645266
2194 0 2 67261290 1681271204 1681271329 9645271 9776036
2195 0 2 67261812 1681271204 1681271329 9776046 9907610
2196 0 2 31464836 1681271205 1681271330 9907642 9969987
2220 0 0 36726571 1681271213 1681271240 1443 29997061
2197 0 1 69949917 1681271205 1681271249 92 1325192
2198 0 1 61610271 1681271205 1681271250 1325274 2469833
2199 0 1 61400158 1681271206 1681271250 2470185 3329235
2200 0 1 68484336 1681271206 1681271238 3329327 4140457
2201 0 1 65733765 1681271206 1681271250 4140960 5311198
2202 0 1 61068418 1681271207 1681271251 5311316 6067998
2203 0 1 68785421 1681271207 1681271251 6068215 6920669
2204 0 1 61091264 1681271207 1681271252 6920869 7674100
2205 0 1 66681653 1681271208 1681271236 7674232 8415686
2206 0 1 67810647 1681271208 1681271219 8415830 8987014
2207 0 1 61280395 1681271208 1681271252 8987144 10277949
2208 0 1 62152890 1681271209 1681271223 10278115 10844684
2209 0 1 71540925 1681271209 1681271252 10844804 12401590
2210 0 1 60869262 1681271210 1681271253 12401704 13253684
2211 0 1 66126834 1681271210 1681271253 13253945 14117230
2212 0 1 65961583 1681271210 1681271228 14117251 14734007
2213 0 1 66475856 1681271211 1681271230 14734088 15356946
2214 0 1 66835013 1681271211 1681271224 15357040 15980882
2215 0 1 63835617 1681271211 1681271226 15981075 16571499
2216 0 1 71595451 1681271212 1681271253 16571624 17710911
2217 0 1 66835363 1681271212 1681271234 17711002 18450340
2218 0 1 72117855 1681271213 1681271253 18450920 19340097
2221 0 1 64759510 1681271213 1681271253 19340164 20323660
2222 0 1 62298493 1681271213 1681271218 20323678 20757491
2223 0 1 73145191 1681271214 1681271253 20757508 21701080
2224 0 1 62927589 1681271214 1681271253 21701197 22687224
2225 0 1 60714964 1681271214 1681271232 22687275 23295520
2226 0 1 64830330 1681271215 1681271253 23295618 24484726
2227 0 1 65907754 1681271215 1681271253 24484805 25680743
2228 0 1 63459703 1681271216 1681271253 25681000 26545737
2229 0 1 70600619 1681271216 1681271253 26545848 27751327
2230 0 1 64874095 1681271216 1681271253 27751404 28537857
2231 0 1 61514413 1681271217 1681271253 28538041 29299520
2232 0 1 68529965 1681271217 1681271221 29299542 29901766
2233 0 1 10371428 1681271217 1681271232 29901927 29999962
2235 0 0 36720806 1681271218 1681271241 4631 29997852
2238 0 0 36726502 1681271218 1681271241 2755 29999805
2240 0 0 36720782 1681271218 1681271242 2499 29996417
2243 0 0 36709215 1681271218 1681271242 746 29993118
2245 0 0 36732232 1681271218 1681271242 2879 29999490
2248 0 0 36726535 1681271218 1681271243 3832 29990027
2250 0 0 36732314 1681271219 1681271243 6 29990478
2253 0 0 36726489 1681271219 1681271243 2193 29997467
2237 0 2 67262566 1681271218 1681271405 20323678 20449759
2242 0 2 67262017 1681271218 1681271406 20449762 20574332
2247 0 2 67262777 1681271218 1681271406 20574356 20699033
2252 0 2 30557579 1681271219 1681271406 20699038 20757504
2255 0 0 36726570 1681271219 1681271244 3219 29994937
2258 0 0 36732182 1681271219 1681271244 7615 29998973
2260 0 0 36726532 1681271219 1681271245 106 29998714
2263 0 0 36726559 1681271220 1681271245 11069 29999637
2265 0 0 36732250 1681271220 1681271245 16154 29999075
2268 0 0 36732232 1681271220 1681271246 616 29998072
2270 0 0 36732219 1681271220 1681271246 6555 29995050
2273 0 0 36732220 1681271220 1681271247 8339 29999044
2275 0 0 36732115 1681271220 1681271247 2679 29987155
2278 0 0 36732205 1681271221 1681271247 4159 29991996
2256 0 2 67262133 1681271219 1681271372 8415713 8542333
2261 0 2 67262049 1681271219 1681271372 8542335 8665844
2267 0 2 67261501 1681271220 1681271373 8665848 8790482
2272 0 2 67261878 1681271220 1681271373 8790493 8915168
2277 0 2 38711446 1681271221 1681271373 8915173 8987018
2280 0 0 36732294 1681271221 1681271248 461 29992416
2283 0 0 36732271 1681271221 1681271248 2409 29999576
2281 0 2 67262247 1681271221 1681271376 29299542 29424629
2284 0 2 67262657 1681271221 1681271376 29424640 29549216
2285 0 2 67262725 1681271222 1681271377 29549223 29673980
2286 0 2 67263453 1681271222 1681271377 29673982 29798765
2287 0 2 55736929 1681271222 1681271378 29798772 29901852
2288 0 2 67262300 1681271223 1681271342 10278087 10404424
2289 0 2 67262503 1681271223 1681271343 10404429 10528727
2290 0 2 67262368 1681271223 1681271343 10528738 10655334
2291 0 2 67262634 1681271224 1681271343 10655335 10779377
2292 0 2 34868619 1681271224 1681271341 10779432 10844724
2293 0 2 67260545 1681271224 1681271445 15357012 15483830
2294 0 2 67263263 1681271225 1681271446 15483850 15612338
2295 0 2 67261888 1681271225 1681271446 15612369 15739911
2296 0 2 67261818 1681271225 1681271574 15739953 15864440
2297 0 2 61629496 1681271226 1681271344 15864448 15980957
2298 0 2 67262063 1681271226 1681271345 15980959 16106182
2299 0 2 67263082 1681271226 1681271345 16106201 16231509
2300 0 2 67261571 1681271227 1681271346 16231522 16357710
2301 0 2 67262035 1681271227 1681271346 16357742 16482230
2302 0 2 48627885 1681271228 1681271346 16482232 16571539
2303 0 2 67261169 1681271228 1681271370 14117243 14243431
2304 0 2 67260526 1681271228 1681271370 14243453 14369468
2305 0 2 67261794 1681271229 1681271370 14369476 14493506
2306 0 2 67262776 1681271229 1681271371 14493518 14620213
2307 0 2 60602427 1681271229 1681271371 14620222 14734033
2311 0 0 36726491 1681271230 1681271248 306 29997877
2308 0 2 67263077 1681271230 1681271367 14734034 14860195
2309 0 2 67262825 1681271230 1681271368 14860200 14985732
2312 0 2 67264024 1681271230 1681271368 14985735 15110423
2313 0 2 67262604 1681271231 1681271369 15110442 15236473
2314 0 2 64506308 1681271231 1681271369 15236483 15357009
2315 0 2 52668637 1681271232 1681271367 29901854 29999993
2316 0 2 67262581 1681271232 1681271401 22687259 22813573
2317 0 2 67264135 1681271232 1681271401 22813597 22939707
2318 0 2 67263275 1681271233 1681271402 22939710 23065060
2319 0 2 67263161 1681271233 1681271361 23065067 23191874
2320 0 2 55837845 1681271233 1681271362 23191891 23295588
2321 0 2 67262688 1681271234 1681271403 17710986 17834102
2322 0 2 67261618 1681271234 1681271403 17834108 17960512
2323 0 2 67262990 1681271234 1681271404 17960534 18086595
2324 0 2 67261795 1681271235 1681271404 18086605 18210546
2325 0 2 67262942 1681271235 1681271502 18210549 18335301
2326 0 2 61621219 1681271235 1681271502 18335309 18450877
2327 0 2 67261487 1681271236 1681271450 7674221 7801056
2328 0 2 67262505 1681271236 1681271374 7801071 7925475
2329 0 2 67263245 1681271237 1681271374 7925494 8050570
2330 0 2 67262162 1681271237 1681271375 8050576 8176060
2331 0 2 67262560 1681271237 1681271375 8176062 8301511
2332 0 2 61589473 1681271238 1681271375 8301512 8415701
2336 0 0 36732185 1681271239 1681271249 542 29988829
2333 0 2 67262567 1681271238 1681271294 3329305 3452750
2334 0 2 67262335 1681271238 1681271294 3452775 3577034
2337 0 2 67262071 1681271239 1681271294 3577036 3702386
2338 0 2 67261974 1681271239 1681271239 3702402 3826557
2339 0 2 67263345 1681271240 1681271239 3826568 3952046
2340 0 2 67262090 1681271240 1681271365 3952047 4078040
2341 0 2 33238691 1681271240 1681271365 4078042 4140457
2365 0 0 36732300 1681271249 1681271274 461 29997384
2342 0 1 67348702 1681271240 1681271273 6 898931
2343 0 1 71524342 1681271241 1681271271 899017 1617329
2344 0 1 60988098 1681271241 1681271283 1617538 2470056
2345 0 1 64553817 1681271242 1681271283 2470185 3176796
2346 0 1 66134307 1681271242 1681271284 3176892 4534950
2347 0 1 75834426 1681271242 1681271284 4535301 5311198
2348 0 1 62932877 1681271243 1681271269 5311316 5894777
2349 0 1 63736615 1681271243 1681271265 5894858 6480131
2350 0 1 64399411 1681271243 1681271262 6480217 7069974
2351 0 1 65532907 1681271244 1681271264 7070050 7674100
2352 0 1 67217165 1681271244 1681271284 7674404 9512549
2353 0 1 67547836 1681271245 1681271285 9512696 10277953
2354 0 1 65547578 1681271245 1681271285 10278241 11718292
2355 0 1 65826319 1681271245 1681271285 11718549 12401590
2356 0 1 62448305 1681271246 1681271257 12401704 12862044
2357 0 1 90390746 1681271246 1681271286 12862272 13963697
2358 0 1 63578423 1681271247 1681271286 13963724 15612289
2359 0 1 68799839 1681271247 1681271286 15612471 16881801
2360 0 1 61330858 1681271247 1681271287 16881896 17710911
2361 0 1 64252257 1681271248 1681271287 17711028 18925202
2362 0 1 72197336 1681271248 1681271255 18925369 19459979
2363 0 1 72809416 1681271248 1681271287 19460187 20323660
2366 0 1 66466031 1681271249 1681271287 20324004 21424712
2367 0 1 71477802 1681271249 1681271254 21424794 21865120
2368 0 1 64268399 1681271250 1681271287 21865240 22687224
2369 0 1 66169193 1681271250 1681271287 22687456 23907781
2370 0 1 70499335 1681271250 1681271287 23908034 24760107
2371 0 1 64913714 1681271251 1681271287 24760356 25541299
2372 0 1 78194674 1681271251 1681271287 25541586 26390573
2373 0 1 70132429 1681271252 1681271258 26390652 26910016
2374 0 1 70721251 1681271252 1681271287 26910154 27897974
2375 0 1 71068272 1681271252 1681271260 27898041 28537857
2376 0 1 63453009 1681271253 1681271267 28538041 29123006
2377 0 1 38963106 1681271253 1681271287 29123102 29999805
2379 0 0 36732106 1681271253 1681271275 1059 29997596
2382 0 0 36726568 1681271254 1681271275 15915 29996438
2384 0 0 36726490 1681271254 1681271275 2802 29998306
2387 0 0 36732177 1681271254 1681271276 5084 29997661
2389 0 0 36726611 1681271254 1681271276 2470 29989791
2392 0 0 36732201 1681271254 1681271277 328 29994022
2394 0 0 36721079 1681271255 1681271277 3031 29991197
2397 0 0 36732188 1681271255 1681271277 4713 29994251
2381 0 2 67262549 1681271254 1681271408 21424794 21546685
2385 0 2 67261768 1681271254 1681271408 21546693 21663761
2391 0 2 67261609 1681271254 1681271408 21663778 21783929
2396 0 2 45802776 1681271255 1681271409 21783948 21865133
2399 0 0 36732142 1681271255 1681271278 682 29997609
2402 0 0 36732257 1681271255 1681271278 6102 29998026
2404 0 0 36732106 1681271255 1681271278 2488 29995457
2407 0 0 36726576 1681271255 1681271279 1352 29992901
2409 0 0 36732186 1681271256 1681271279 1941 29992191
2412 0 0 36732174 1681271256 1681271280 5799 29996983
2414 0 0 36732296 1681271256 1681271280 9822 29999181
2417 0 0 36726460 1681271256 1681271280 5095 29994980
2419 0 0 36726470 1681271256 1681271281 3547 29998125
2400 0 2 67262533 1681271255 1681271483 18925287 19045772
2405 0 2 67263208 1681271255 1681271396 19045779 19167096
2411 0 2 67262144 1681271256 1681271397 19167105 19288298
2416 0 2 67264074 1681271256 1681271397 19288307 19408444
2421 0 2 28676584 1681271257 1681271397 19408457 19460148
2422 0 0 36732078 1681271257 1681271281 1872 29990515
2425 0 0 36732255 1681271257 1681271282 2261 29996066
2427 0 0 36726612 1681271257 1681271282 1972 29995979
2424 0 2 67261547 1681271257 1681271546 12401614 12520060
2428 0 2 67261854 1681271257 1681271379 12520064 12640130
2429 0 2 67262045 1681271257 1681271379 12640131 12759368
2430 0 2 57625916 1681271258 1681271380 12759378 12862075
2431 0 2 67263416 1681271258 1681271481 26390652 26511305
2432 0 2 67262423 1681271258 1681271448 26511316 26631158
2433 0 2 67259006 1681271259 1681271448 26631170 26750798
2434 0 2 67261647 1681271259 1681271448 26750806 26869037
2435 0 2 23149158 1681271260 1681271449 26869039 26910045
2436 0 2 67262145 1681271260 1681271443 27897995 28016151
2437 0 2 67261836 1681271260 1681271444 28016157 28134216
2438 0 2 67261810 1681271260 1681271444 28134246 28256553
2439 0 2 67262556 1681271261 1681271445 28256560 28375303
2440 0 2 67260898 1681271261 1681271441 28375307 28494492
2441 0 2 24854183 1681271262 1681271442 28494499 28537960
2442 0 2 67261760 1681271262 1681271433 6480164 6601734
2443 0 2 67261600 1681271262 1681271433 6601741 6721835
2444 0 2 67263195 1681271262 1681271433 6721840 6841924
2445 0 2 67262861 1681271263 1681271434 6841927 6963014
2446 0 2 59028219 1681271263 1681271438 6963016 7070043
2447 0 2 67262199 1681271264 1681271438 7070050 7191116
2448 0 2 67259460 1681271264 1681271439 7191132 7311067
2449 0 2 67261919 1681271264 1681271439 7311069 7432433
2450 0 2 67260590 1681271265 1681271450 7432439 7552632
2451 0 2 67261161 1681271265 1681271450 7552643 7673095
2452 0 2 690784 1681271265 1681271451 7673096 7674214
2456 0 0 36732276 1681271266 1681271282 1300 29999353
2453 0 2 67261826 1681271265 1681271434 5894796 6013734
2454 0 2 67262910 1681271266 1681271436 6013740 6134771
2457 0 2 67262040 1681271266 1681271437 6134779 6253795
2458 0 2 67262092 1681271267 1681271437 6253800 6374377
2459 0 2 59289881 1681271267 1681271437 6374386 6480152
2460 0 2 67263186 1681271267 1681271442 28537963 28658164
2461 0 2 67262210 1681271268 1681271443 28658171 28776290
2462 0 2 67262225 1681271268 1681271443 28776306 28897187
2463 0 2 67263905 1681271268 1681271399 28897200 29017490
2464 0 2 58457424 1681271269 1681271399 29017498 29123067
2465 0 2 67262081 1681271269 1681271410 5311316 5430106
2466 0 2 67262591 1681271269 1681271411 5430125 5551689
2467 0 2 67262083 1681271270 1681271435 5551705 5670791
2468 0 2 67261732 1681271270 1681271435 5670802 5791857
2469 0 2 57876840 1681271271 1681271435 5791875 5894786
2470 0 2 67261184 1681271271 1681271274 899017 1018458
2471 0 2 67262868 1681271271 1681271271 1018462 1138606
2472 0 2 67260756 1681271272 1681271271 1138622 1258937
2473 0 2 67263489 1681271272 1681271272 1258941 1379133
2474 0 2 67261126 1681271272 1681271273 1379137 1498277
2475 0 2 66617961 1681271273 1681271127 1498291 1617534
2140 0 3 67261721 1681271187 1681272483 2 131641
2141 0 3 67261712 1681271187 1681272479 131643 264018
2142 0 3 67262002 1681271187 1681272484 264033 394434
2143 0 3 67262832 1681271188 1681272523 394440 525565
2476 0 2 134518286 1681271273 1681271288 6 715993
2477 0 2 101853269 1681271274 1681271272 716001 899005
2477 0 3 101853269 1681271274 1681273330 716001 899005
2470 0 3 67261184 1681271271 1681272753 899017 1018458
2471 0 3 67262868 1681271271 1681272659 1018462 1138606
2472 0 3 67260756 1681271272 1681272572 1138622 1258937
2473 0 3 67263489 1681271272 1681272528 1258941 1379133
2474 0 3 67261126 1681271272 1681272567 1379137 1498277
2475 0 3 66617961 1681271273 1681272568 1498291 1617534
1882 0 3 49335662 1681271127 1681272441 1617543 1723804
2481 0 0 36726531 1681271275 1681271308 19664 29993786
2478 0 1 57942303 1681271274 1681271287 328 1723691
2479 0 1 62847525 1681271275 1681271316 1723857 2391564
2482 0 1 64850292 1681271275 1681271306 2391654 3025614
2483 0 1 63685784 1681271275 1681271293 3025638 3576995
2484 0 1 63529122 1681271276 1681271317 3577083 4535158
2485 0 1 77049007 1681271276 1681271291 4535301 5165971
2486 0 1 61228529 1681271277 1681271317 5166030 6841778
2487 0 1 62889140 1681271277 1681271317 6842277 8415627
2488 0 1 64554451 1681271277 1681271318 8415752 9381725
2489 0 1 74175312 1681271278 1681271318 9381908 10124352
2490 0 1 66197221 1681271278 1681271319 10124398 10976191
2491 0 1 61707999 1681271278 1681271319 10976340 11718333
2492 0 1 58525079 1681271279 1681271296 11718549 12246361
2493 0 1 70120841 1681271279 1681271319 12246374 13253865
2494 0 1 87668268 1681271280 1681271288 13253873 13963697
2495 0 1 66106116 1681271280 1681271320 13963724 14860005
2496 0 1 61098361 1681271280 1681271320 14860305 15980899
2497 0 1 82529630 1681271281 1681271320 15981059 16881801
2498 0 1 82750350 1681271281 1681271321 16881896 17710911
2499 0 1 71246828 1681271282 1681271321 17711028 18725095
2500 0 1 71375516 1681271282 1681271321 18725223 19625540
2501 0 1 65187682 1681271282 1681271321 19625851 20323660
2502 0 1 68662685 1681271283 1681271321 20323718 21175714
2503 0 1 61051469 1681271283 1681271321 21175775 22130330
2504 0 1 62937644 1681271284 1681271295 22130350 22687224
2505 0 1 62832249 1681271284 1681271321 22687456 23573330
2506 0 1 66025952 1681271284 1681271304 23573352 24186658
2507 0 1 62888801 1681271285 1681271300 24186878 24760107
2508 0 1 70554479 1681271285 1681271298 24760254 25404410
2509 0 1 64246499 1681271285 1681271302 25404463 25989791
2510 0 1 61170852 1681271286 1681271321 25989841 26750590
2511 0 1 61627180 1681271286 1681271321 26752892 27606121
2512 0 1 63241604 1681271286 1681271321 27606186 28775526
2513 0 1 60629925 1681271287 1681271321 28777108 29798091
2514 0 1 11193096 1681271287 1681271321 29799173 29999805
2516 0 0 36732310 1681271287 1681271308 248 29987567
2518 0 0 36726541 1681271287 1681271309 578 29994911
2521 0 0 36732198 1681271288 1681271309 8946 29995179
2523 0 0 36726519 1681271288 1681271309 5863 29991497
2525 0 0 36709438 1681271288 1681271310 1488 29999049
2527 0 0 36720929 1681271288 1681271310 4390 29989730
2530 0 0 36732249 1681271288 1681271310 1029 29999085
2519 0 2 134515963 1681271287 1681271335 6 684083
2529 0 2 57322827 1681271288 1681271335 684088 1723691
2532 0 0 36732230 1681271288 1681271311 2785 29997038
2535 0 0 36732139 1681271289 1681271311 395 29992370
2537 0 0 36720867 1681271289 1681271311 3805 29995133
2540 0 0 36726551 1681271289 1681271312 1064 29988586
2542 0 0 36726569 1681271289 1681271312 11313 29995070
2545 0 0 36726520 1681271289 1681271313 1846 29994150
2547 0 0 36732357 1681271289 1681271313 31331 29998927
2550 0 0 36732053 1681271290 1681271313 3436 29993893
2552 0 0 36732165 1681271290 1681271314 2109 29996709
2555 0 0 36732337 1681271290 1681271314 405 29996691
2557 0 0 36726498 1681271290 1681271314 1313 29987629
2560 0 0 36726458 1681271290 1681271315 13685 29997960
2562 0 0 36732174 1681271291 1681271315 20065 29996546
2534 0 2 67262176 1681271288 1681271582 13253873 13369395
2539 0 2 67262479 1681271289 1681271414 13369399 13482521
2544 0 2 67260018 1681271289 1681271414 13482525 13597672
2549 0 2 67261600 1681271290 1681271414 13597682 13712192
2554 0 2 67261304 1681271290 1681271415 13712193 13828304
2559 0 2 67260641 1681271290 1681271415 13828310 13943588
2563 0 2 11633238 1681271291 1681271415 13943589 13963722
2564 0 2 67262001 1681271291 1681271365 4535235 4650075
2565 0 2 67260710 1681271291 1681271365 4650082 4763188
2566 0 2 67260895 1681271292 1681271410 4763189 4876235
2567 0 2 67261224 1681271292 1681271410 4876236 4990163
2568 0 2 67261797 1681271292 1681271410 4990194 5105107
2569 0 2 35387379 1681271293 1681271411 5105125 5165994
2570 0 2 67261783 1681271293 1681271293 3025638 3137950
2571 0 2 67261656 1681271293 1681271293 3137962 3250438
2572 0 2 67263607 1681271294 1681271294 3250439 3364378
2573 0 2 67260989 1681271294 1681271294 3364390 3477353
2574 0 2 58760578 1681271294 1681271240 3477357 3577034
2575 0 2 67261634 1681271295 1681271473 22130340 22246176
2576 0 2 67263030 1681271295 1681271473 22246191 22361050
2577 0 2 67261892 1681271295 1681271473 22361052 22475708
2578 0 2 67260026 1681271296 1681271474 22475724 22591182
2579 0 2 56289885 1681271296 1681271402 22591187 22687231
2580 0 2 67261391 1681271296 1681271432 11718497 11833882
2581 0 2 67260961 1681271297 1681271578 11833898 11948540
2582 0 2 67261940 1681271297 1681271400 11948544 12064923
2583 0 2 67263021 1681271298 1681271400 12064961 12178729
2584 0 2 39475663 1681271298 1681271401 12178748 12246371
2588 0 0 36726545 1681271299 1681271316 796 29992527
2585 0 2 67262233 1681271298 1681271469 24760232 24876502
2586 0 2 67263340 1681271299 1681271469 24876523 24990855
2589 0 2 67262620 1681271299 1681271476 24990861 25106621
2590 0 2 67262496 1681271299 1681271477 25106622 25221055
2591 0 2 67262383 1681271300 1681271477 25221056 25336409
2592 0 2 40224219 1681271300 1681271477 25336415 25404411
2593 0 2 67262918 1681271300 1681271471 24186878 24301429
2594 0 2 67261769 1681271301 1681271471 24301434 24416344
2595 0 2 67262471 1681271301 1681271471 24416345 24531670
2596 0 2 67262366 1681271301 1681271470 24531678 24645330
2597 0 2 67262303 1681271302 1681271470 24645333 24760008
2598 0 2 177795 1681271302 1681271470 24760020 24760225
2599 0 2 67261491 1681271302 1681271478 25404444 25518250
2600 0 2 67263672 1681271303 1681271475 25518257 25632911
2601 0 2 67262510 1681271303 1681271475 25632913 25747398
2602 0 2 67262519 1681271303 1681271475 25747404 25861813
2603 0 2 67262802 1681271304 1681271476 25861817 25975906
2604 0 2 8327095 1681271304 1681271323 25975908 25989824
2605 0 2 67262823 1681271304 1681271478 23573350 23687452
2606 0 2 67262376 1681271304 1681271479 23687465 23803322
2607 0 2 67262826 1681271305 1681271479 23803336 23919276
2608 0 2 67261808 1681271305 1681271479 23919280 24034863
2609 0 2 67262987 1681271306 1681271472 24034866 24149470
2610 0 2 21872059 1681271306 1681271472 24149483 24186852
2616 0 0 36726595 1681271307 1681271316 4820 29999663
2611 0 2 67263558 1681271306 1681271306 2391632 2507108
2612 0 2 67261216 1681271306 1681271306 2507118 2622258
2613 0 2 67263622 1681271307 1681271307 2622262 2735371
2614 0 2 67261403 1681271307 1681271307 2735372 2851756
2617 0 2 67261889 1681271308 1681271308 2851768 2966108
2618 0 2 35006074 1681271308 1681271308 2966114 3025635
2646 0 0 36732216 1681271317 1681271347 332 29996963
2619 0 1 48315939 1681271308 1681271334 248 1723459
2620 0 1 51833804 1681271308 1681271333 1723857 2130372
2621 0 1 62395943 1681271309 1681271356 2130391 3576973
2622 0 1 60886907 1681271309 1681271356 3577083 4271139
2623 0 1 70599691 1681271309 1681271357 4271375 5311294
2624 0 1 64555079 1681271310 1681271357 5311369 6480138
2625 0 1 65728478 1681271310 1681271357 6480163 7673042
2626 0 1 61366702 1681271310 1681271358 7673124 8415682
2627 0 1 61987166 1681271311 1681271358 8415752 9119022
2628 0 1 58439573 1681271311 1681271336 9119035 9645237
2629 0 1 65311475 1681271311 1681271328 9645267 10124352
2630 0 1 69419321 1681271312 1681271342 10124398 10779369
2631 0 1 73455891 1681271312 1681271339 10779410 11453850
2632 0 1 73449505 1681271313 1681271358 11453884 12401595
2633 0 1 68285335 1681271313 1681271359 12401987 13253865
2634 0 1 69795392 1681271313 1681271359 13254151 14369449
2635 0 1 61383905 1681271314 1681271360 14369529 15110363
2636 0 1 62387472 1681271314 1681271360 15110448 15864393
2637 0 1 88149667 1681271314 1681271344 15864538 16726286
2638 0 1 58156559 1681271315 1681271325 16726336 17144560
2639 0 1 76628485 1681271315 1681271331 17144575 17710911
2640 0 1 62678369 1681271316 1681271360 17711028 18450863
2641 0 1 68660338 1681271316 1681271323 18450920 18925219
2642 0 1 64827930 1681271316 1681271360 18925433 19625540
2643 0 1 57897436 1681271317 1681271337 19625559 20152150
2644 0 1 62129910 1681271317 1681271360 20152202 20757471
2647 0 1 56339640 1681271317 1681271330 20757508 21175714
2648 0 1 72181260 1681271318 1681271360 21175775 21996471
2649 0 1 61691160 1681271318 1681271360 21996529 23064967
2650 0 1 62551455 1681271319 1681271360 23065076 23802369
2651 0 1 61198853 1681271319 1681271360 23803326 25975643
2652 0 1 62938818 1681271319 1681271322 25976132 26390573
2653 0 1 71986836 1681271320 1681271360 26390713 27307704
2654 0 1 80770293 1681271320 1681271326 27307902 27897974
2655 0 1 61475659 1681271320 1681271360 27897994 29017473
2656 0 1 65791706 1681271321 1681271360 29017527 29673885
2657 0 1 27497521 1681271321 1681271360 29674002 29999805
2659 0 0 36732172 1681271321 1681271347 17103 29998363
2662 0 0 36726463 1681271322 1681271347 1163 29999737
2664 0 0 36726452 1681271322 1681271348 2700 29999749
2667 0 0 36726589 1681271322 1681271348 4154 29994916
2669 0 0 36726561 1681271322 1681271349 327 29997482
2672 0 0 36726554 1681271322 1681271349 3117 29998618
2674 0 0 36732209 1681271323 1681271349 8399 29999201
2677 0 0 36732314 1681271323 1681271350 189 29996238
2661 0 2 67263248 1681271322 1681271481 25975908 26085070
2666 0 2 67261650 1681271322 1681271481 26085072 26195386
2671 0 2 67262123 1681271322 1681271482 26195394 26305992
2676 0 2 51881469 1681271323 1681271482 26305994 26390633
2679 0 0 36726535 1681271323 1681271350 6872 29998718
2682 0 0 36732215 1681271323 1681271351 8890 29993773
2684 0 0 36720868 1681271323 1681271351 4421 29989092
2687 0 0 36715087 1681271323 1681271351 2182 29997675
2689 0 0 36732091 1681271324 1681271352 1236 29994394
2692 0 0 36726457 1681271324 1681271352 2935 29992951
2694 0 0 36726517 1681271324 1681271353 13117 29995186
2697 0 0 36732245 1681271324 1681271353 10027 29998188
2699 0 0 36726485 1681271324 1681271353 1251 29998306
2681 0 2 67262219 1681271323 1681271483 18450891 18560026
2686 0 2 67261934 1681271323 1681271483 18560034 18669127
2691 0 2 67261808 1681271324 1681271484 18669137 18779249
2696 0 2 67260725 1681271324 1681271484 18779263 18890228
2701 0 2 21245263 1681271325 1681271484 18890238 18925282
2702 0 0 36732224 1681271325 1681271354 9625 29997927
2705 0 0 36732297 1681271325 1681271354 347 29993319
2707 0 0 36726582 1681271325 1681271354 10354 29990725
2704 0 2 67263686 1681271325 1681271512 16726336 16837297
